MARKER_FILE	MUTATIONS_FILE	INTERSECTION	UNION	JACCARD	N_INTERSECTIONS
GSM1341955_NI.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.muse.06f4299d-bd5f-4291-b264-3a83e79b41c8.DR-7.0.somaticRANDOMISED_SORTED.bed	898	12971687	6.92277e-05	451
GSM1341955_NI.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.mutect.c999f6ca-0b24-4131-bc53-1665948f8e3f.DR-7.0.somaticRANDOMISED_SORTED.bed	1026	12986827	7.90031e-05	515
GSM1341955_NI.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.somaticsniper.65fef5d9-73a5-4650-913f-1bf05313dba3.DR-7.0.somaticRANDOMISED_SORTED.bed	765	12954099	5.90547e-05	384
GSM1341955_NI.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.varscan.6c3ab3bc-a3ff-4cb9-bfec-310c19c3cca4.DR-7.0.somaticRANDOMISED_SORTED.bed	898	12971809	6.9227e-05	451
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.muse.6fcfff20-4993-4789-b27b-69d165130466.DR-6.0.somatic_SORTED.bed	3313	9686469	0.000342024	1650
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.mutect.96983226-d92a-449d-8890-e1b210cee0fe.DR-6.0.somatic_SORTED.bed	4977	9775988	0.000509105	2200
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.somaticsniper.8855730e-21ad-4711-9be2-b58bc337834e.DR-6.0.somatic_SORTED.bed	2392	9634373	0.000248278	1191
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.varscan.053e3955-5fbd-46d3-8a21-c3cde48ef9b4.DR-6.0.somatic_SORTED.bed	3173	9677078	0.000327888	1580
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.muse.e3f4a5e3-1f5f-4992-8b7e-ba3d6d1502b8.DR-7.0.somatic_SORTED.bed	7376	9898563	0.000745159	3641
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.mutect.853e5584-b8c3-4836-9bda-6e7e84a64d97.DR-7.0.somatic_SORTED.bed	8777	9987489	0.000878799	4343
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.somaticsniper.f359f8a4-9d0f-471b-a870-0b66f27f7c73.DR-7.0.somatic_SORTED.bed	5937	9820655	0.000604542	2934
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.varscan.1b3c1c3e-a4e0-4505-bccb-1a5de81f897d.DR-7.0.somatic_SORTED.bed	7368	9897075	0.000744462	3639
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.muse.06f4299d-bd5f-4291-b264-3a83e79b41c8.DR-7.0.somatic_SORTED.bed	1891	9617834	0.000196614	941
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.mutect.c999f6ca-0b24-4131-bc53-1665948f8e3f.DR-7.0.somatic_SORTED.bed	2201	9634092	0.00022846	1101
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.somaticsniper.65fef5d9-73a5-4650-913f-1bf05313dba3.DR-7.0.somatic_SORTED.bed	1618	9600708	0.000168529	805
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.varscan.6c3ab3bc-a3ff-4cb9-bfec-310c19c3cca4.DR-7.0.somatic_SORTED.bed	1898	9617854	0.000197341	944
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.muse.6fcfff20-4993-4789-b27b-69d165130466.DR-6.0.somaticRANDOMISED_SORTED.bed	1096	9691287	0.000113091	550
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.mutect.96983226-d92a-449d-8890-e1b210cee0fe.DR-6.0.somaticRANDOMISED_SORTED.bed	1507	9760690	0.000154395	756
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.somaticsniper.8855730e-21ad-4711-9be2-b58bc337834e.DR-6.0.somaticRANDOMISED_SORTED.bed	793	9638050	8.22781e-05	398
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.varscan.053e3955-5fbd-46d3-8a21-c3cde48ef9b4.DR-6.0.somaticRANDOMISED_SORTED.bed	1058	9682289	0.000109272	531
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.muse.e3f4a5e3-1f5f-4992-8b7e-ba3d6d1502b8.DR-7.0.somaticRANDOMISED_SORTED.bed	2428	9915677	0.000244865	1217
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.mutect.853e5584-b8c3-4836-9bda-6e7e84a64d97.DR-7.0.somaticRANDOMISED_SORTED.bed	3051	10024100	0.000304366	1530
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.somaticsniper.f359f8a4-9d0f-471b-a870-0b66f27f7c73.DR-7.0.somaticRANDOMISED_SORTED.bed	1943	9834067	0.000197578	974
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.varscan.1b3c1c3e-a4e0-4505-bccb-1a5de81f897d.DR-7.0.somaticRANDOMISED_SORTED.bed	2428	9915227	0.000244876	1217
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.muse.06f4299d-bd5f-4291-b264-3a83e79b41c8.DR-7.0.somaticRANDOMISED_SORTED.bed	705	9620990	7.32773e-05	354
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.mutect.c999f6ca-0b24-4131-bc53-1665948f8e3f.DR-7.0.somaticRANDOMISED_SORTED.bed	787	9636176	8.16714e-05	395
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.somaticsniper.65fef5d9-73a5-4650-913f-1bf05313dba3.DR-7.0.somaticRANDOMISED_SORTED.bed	598	9603376	6.22698e-05	300
GSM1341956_NI_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.varscan.6c3ab3bc-a3ff-4cb9-bfec-310c19c3cca4.DR-7.0.somaticRANDOMISED_SORTED.bed	705	9621112	7.32764e-05	354
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.muse.6fcfff20-4993-4789-b27b-69d165130466.DR-6.0.somatic_SORTED.bed	3635	12599810	0.000288496	1809
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.mutect.96983226-d92a-449d-8890-e1b210cee0fe.DR-6.0.somatic_SORTED.bed	5162	12689466	0.000406794	2397
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.somaticsniper.8855730e-21ad-4711-9be2-b58bc337834e.DR-6.0.somatic_SORTED.bed	2684	12547744	0.000213903	1338
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.varscan.053e3955-5fbd-46d3-8a21-c3cde48ef9b4.DR-6.0.somatic_SORTED.bed	3481	12590433	0.00027648	1733
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.muse.e3f4a5e3-1f5f-4992-8b7e-ba3d6d1502b8.DR-7.0.somatic_SORTED.bed	8584	12811018	0.000670048	4223
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.mutect.853e5584-b8c3-4836-9bda-6e7e84a64d97.DR-7.0.somatic_SORTED.bed	10054	12899875	0.000779387	4982
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.somaticsniper.f359f8a4-9d0f-471b-a870-0b66f27f7c73.DR-7.0.somatic_SORTED.bed	6893	12733362	0.000541334	3402
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.varscan.1b3c1c3e-a4e0-4505-bccb-1a5de81f897d.DR-7.0.somatic_SORTED.bed	8466	12809640	0.000660909	4168
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.muse.06f4299d-bd5f-4291-b264-3a83e79b41c8.DR-7.0.somatic_SORTED.bed	1967	12531421	0.000156965	978
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.mutect.c999f6ca-0b24-4131-bc53-1665948f8e3f.DR-7.0.somatic_SORTED.bed	2294	12547662	0.000182823	1143
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.somaticsniper.65fef5d9-73a5-4650-913f-1bf05313dba3.DR-7.0.somatic_SORTED.bed	1676	12514313	0.000133927	834
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.varscan.6c3ab3bc-a3ff-4cb9-bfec-310c19c3cca4.DR-7.0.somatic_SORTED.bed	1966	12531449	0.000156885	977
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.muse.6fcfff20-4993-4789-b27b-69d165130466.DR-6.0.somaticRANDOMISED_SORTED.bed	1376	12604670	0.000109166	691
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.mutect.96983226-d92a-449d-8890-e1b210cee0fe.DR-6.0.somaticRANDOMISED_SORTED.bed	1936	12673924	0.000152755	972
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.somaticsniper.8855730e-21ad-4711-9be2-b58bc337834e.DR-6.0.somaticRANDOMISED_SORTED.bed	985	12551521	7.84765e-05	494
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.varscan.053e3955-5fbd-46d3-8a21-c3cde48ef9b4.DR-6.0.somaticRANDOMISED_SORTED.bed	1318	12595692	0.000104639	662
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.muse.e3f4a5e3-1f5f-4992-8b7e-ba3d6d1502b8.DR-7.0.somaticRANDOMISED_SORTED.bed	3135	12828633	0.000244375	1573
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.mutect.853e5584-b8c3-4836-9bda-6e7e84a64d97.DR-7.0.somaticRANDOMISED_SORTED.bed	3948	12936866	0.000305174	1981
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.somaticsniper.f359f8a4-9d0f-471b-a870-0b66f27f7c73.DR-7.0.somaticRANDOMISED_SORTED.bed	2471	12747202	0.000193846	1240
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.varscan.1b3c1c3e-a4e0-4505-bccb-1a5de81f897d.DR-7.0.somaticRANDOMISED_SORTED.bed	3135	12828183	0.000244384	1573
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.muse.06f4299d-bd5f-4291-b264-3a83e79b41c8.DR-7.0.somaticRANDOMISED_SORTED.bed	869	12534489	6.93287e-05	436
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.mutect.c999f6ca-0b24-4131-bc53-1665948f8e3f.DR-7.0.somaticRANDOMISED_SORTED.bed	979	12549647	7.80102e-05	491
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.somaticsniper.65fef5d9-73a5-4650-913f-1bf05313dba3.DR-7.0.somaticRANDOMISED_SORTED.bed	726	12516911	5.80015e-05	364
GSM1341957_6h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.varscan.6c3ab3bc-a3ff-4cb9-bfec-310c19c3cca4.DR-7.0.somaticRANDOMISED_SORTED.bed	869	12534611	6.9328e-05	436
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.muse.6fcfff20-4993-4789-b27b-69d165130466.DR-6.0.somatic_SORTED.bed	2807	8917415	0.000314777	1398
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.mutect.96983226-d92a-449d-8890-e1b210cee0fe.DR-6.0.somatic_SORTED.bed	3887	9007518	0.000431528	1809
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.somaticsniper.8855730e-21ad-4711-9be2-b58bc337834e.DR-6.0.somatic_SORTED.bed	2021	8865184	0.00022797	1006
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.varscan.053e3955-5fbd-46d3-8a21-c3cde48ef9b4.DR-6.0.somatic_SORTED.bed	2662	8908029	0.000298832	1326
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.muse.e3f4a5e3-1f5f-4992-8b7e-ba3d6d1502b8.DR-7.0.somatic_SORTED.bed	6221	9130158	0.000681368	3065
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.mutect.853e5584-b8c3-4836-9bda-6e7e84a64d97.DR-7.0.somatic_SORTED.bed	7319	9219387	0.000793871	3616
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.somaticsniper.f359f8a4-9d0f-471b-a870-0b66f27f7c73.DR-7.0.somatic_SORTED.bed	5035	9051997	0.000556231	2488
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.varscan.1b3c1c3e-a4e0-4505-bccb-1a5de81f897d.DR-7.0.somatic_SORTED.bed	6158	9128725	0.000674574	3034
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.muse.06f4299d-bd5f-4291-b264-3a83e79b41c8.DR-7.0.somatic_SORTED.bed	1533	8848632	0.000173247	762
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.mutect.c999f6ca-0b24-4131-bc53-1665948f8e3f.DR-7.0.somatic_SORTED.bed	1854	8864879	0.00020914	920
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.somaticsniper.65fef5d9-73a5-4650-913f-1bf05313dba3.DR-7.0.somatic_SORTED.bed	1323	8831443	0.000149806	658
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.varscan.6c3ab3bc-a3ff-4cb9-bfec-310c19c3cca4.DR-7.0.somatic_SORTED.bed	1559	8848633	0.000176185	774
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.muse.6fcfff20-4993-4789-b27b-69d165130466.DR-6.0.somaticRANDOMISED_SORTED.bed	965	8921858	0.000108161	485
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.mutect.96983226-d92a-449d-8890-e1b210cee0fe.DR-6.0.somaticRANDOMISED_SORTED.bed	1347	8991290	0.000149812	676
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.somaticsniper.8855730e-21ad-4711-9be2-b58bc337834e.DR-6.0.somaticRANDOMISED_SORTED.bed	701	8868582	7.90431e-05	352
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.varscan.053e3955-5fbd-46d3-8a21-c3cde48ef9b4.DR-6.0.somaticRANDOMISED_SORTED.bed	921	8912866	0.000103334	463
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.muse.e3f4a5e3-1f5f-4992-8b7e-ba3d6d1502b8.DR-7.0.somaticRANDOMISED_SORTED.bed	2209	9146336	0.000241517	1108
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.mutect.853e5584-b8c3-4836-9bda-6e7e84a64d97.DR-7.0.somaticRANDOMISED_SORTED.bed	2798	9254793	0.00030233	1403
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.somaticsniper.f359f8a4-9d0f-471b-a870-0b66f27f7c73.DR-7.0.somaticRANDOMISED_SORTED.bed	1737	9064713	0.000191622	871
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.varscan.1b3c1c3e-a4e0-4505-bccb-1a5de81f897d.DR-7.0.somaticRANDOMISED_SORTED.bed	2209	9145886	0.000241529	1108
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.muse.06f4299d-bd5f-4291-b264-3a83e79b41c8.DR-7.0.somaticRANDOMISED_SORTED.bed	613	8851522	6.92536e-05	308
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.mutect.c999f6ca-0b24-4131-bc53-1665948f8e3f.DR-7.0.somaticRANDOMISED_SORTED.bed	699	8866704	7.88343e-05	351
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.somaticsniper.65fef5d9-73a5-4650-913f-1bf05313dba3.DR-7.0.somaticRANDOMISED_SORTED.bed	518	8833896	5.86378e-05	260
GSM1341958_6h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.varscan.6c3ab3bc-a3ff-4cb9-bfec-310c19c3cca4.DR-7.0.somaticRANDOMISED_SORTED.bed	613	8851644	6.92527e-05	308
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.muse.6fcfff20-4993-4789-b27b-69d165130466.DR-6.0.somatic_SORTED.bed	4574	14066538	0.000325169	2275
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.mutect.96983226-d92a-449d-8890-e1b210cee0fe.DR-6.0.somatic_SORTED.bed	6603	14155692	0.000466455	3043
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.somaticsniper.8855730e-21ad-4711-9be2-b58bc337834e.DR-6.0.somatic_SORTED.bed	3357	14014738	0.000239534	1667
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.varscan.053e3955-5fbd-46d3-8a21-c3cde48ef9b4.DR-6.0.somatic_SORTED.bed	4416	14057165	0.000314146	2193
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.muse.e3f4a5e3-1f5f-4992-8b7e-ba3d6d1502b8.DR-7.0.somatic_SORTED.bed	10662	14276607	0.000746816	5254
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.mutect.853e5584-b8c3-4836-9bda-6e7e84a64d97.DR-7.0.somatic_SORTED.bed	12600	14364996	0.000877132	6251
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.somaticsniper.f359f8a4-9d0f-471b-a870-0b66f27f7c73.DR-7.0.somatic_SORTED.bed	8657	14199265	0.000609679	4274
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.varscan.1b3c1c3e-a4e0-4505-bccb-1a5de81f897d.DR-7.0.somatic_SORTED.bed	10625	14275148	0.0007443	5245
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.muse.06f4299d-bd5f-4291-b264-3a83e79b41c8.DR-7.0.somatic_SORTED.bed	2283	13998772	0.000163086	1135
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.mutect.c999f6ca-0b24-4131-bc53-1665948f8e3f.DR-7.0.somatic_SORTED.bed	2741	14014882	0.000195578	1365
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.somaticsniper.65fef5d9-73a5-4650-913f-1bf05313dba3.DR-7.0.somatic_SORTED.bed	1942	13981714	0.000138896	965
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.varscan.6c3ab3bc-a3ff-4cb9-bfec-310c19c3cca4.DR-7.0.somatic_SORTED.bed	2320	13998762	0.000165729	1151
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.muse.6fcfff20-4993-4789-b27b-69d165130466.DR-6.0.somaticRANDOMISED_SORTED.bed	1555	14072158	0.000110502	780
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.mutect.96983226-d92a-449d-8890-e1b210cee0fe.DR-6.0.somaticRANDOMISED_SORTED.bed	2196	14141331	0.000155289	1102
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.somaticsniper.8855730e-21ad-4711-9be2-b58bc337834e.DR-6.0.somaticRANDOMISED_SORTED.bed	1113	14019060	7.93919e-05	558
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.varscan.053e3955-5fbd-46d3-8a21-c3cde48ef9b4.DR-6.0.somaticRANDOMISED_SORTED.bed	1485	14063192	0.000105595	745
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.muse.e3f4a5e3-1f5f-4992-8b7e-ba3d6d1502b8.DR-7.0.somaticRANDOMISED_SORTED.bed	3524	14295911	0.000246504	1767
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.mutect.853e5584-b8c3-4836-9bda-6e7e84a64d97.DR-7.0.somaticRANDOMISED_SORTED.bed	4494	14403987	0.000311997	2253
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.somaticsniper.f359f8a4-9d0f-471b-a870-0b66f27f7c73.DR-7.0.somaticRANDOMISED_SORTED.bed	2823	14214517	0.0001986	1416
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.varscan.1b3c1c3e-a4e0-4505-bccb-1a5de81f897d.DR-7.0.somaticRANDOMISED_SORTED.bed	3524	14295461	0.000246512	1767
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.muse.06f4299d-bd5f-4291-b264-3a83e79b41c8.DR-7.0.somaticRANDOMISED_SORTED.bed	979	14002046	6.99184e-05	491
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.mutect.c999f6ca-0b24-4131-bc53-1665948f8e3f.DR-7.0.somaticRANDOMISED_SORTED.bed	1105	14017188	7.88318e-05	554
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.somaticsniper.65fef5d9-73a5-4650-913f-1bf05313dba3.DR-7.0.somaticRANDOMISED_SORTED.bed	842	13984462	6.02097e-05	422
