MARKER_FILE	MUTATIONS_FILE	INTERSECTION	UNION	JACCARD	N_INTERSECTIONS
GSM1341961_IR.2500-5000_SORTED.bed.peak.txt	er_negative_tcga_brca_hg19sRANDOMISED_SORTED.bed	128	3897832	3.28388e-05	65
GSM1341961_IR.2500-5000_SORTED.bed.peak.txt	er_positive_tcga_brca_hg19sRANDOMISED_SORTED.bed	296	3964926	7.46546e-05	149
GSM1341962_IR_3.2500-5000_SORTED.bed.peak.txt	er_negative_tcga_brca_hg19s_SORTED.bed	403	3155295	0.000127722	188
GSM1341962_IR_3.2500-5000_SORTED.bed.peak.txt	er_positive_tcga_brca_hg19s_SORTED.bed	777	3219578	0.000241336	370
GSM1341962_IR_3.2500-5000_SORTED.bed.peak.txt	er_negative_tcga_brca_hg19sRANDOMISED_SORTED.bed	101	3147185	3.20922e-05	51
GSM1341962_IR_3.2500-5000_SORTED.bed.peak.txt	er_positive_tcga_brca_hg19sRANDOMISED_SORTED.bed	234	3214314	7.27994e-05	118
GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_SORTED.bed	er_negative_tcga_brca_hg19s_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_SORTED.bed	er_positive_tcga_brca_hg19s_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_SORTED.bed	er_negative_tcga_brca_hg19sRANDOMISED_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_SORTED.bed	er_positive_tcga_brca_hg19sRANDOMISED_SORTED.bed	GSM1382416_H2AX_MCF7_wz_E2_treat_afterfiting_all_SORTED.bed	er_negative_tcga_brca_hg19s_SORTED.bed	GSM1382416_H2AX_MCF7_wz_E2_treat_afterfiting_all_SORTED.bed	er_positive_tcga_brca_hg19s_SORTED.bed	GSM1382416_H2AX_MCF7_wz_E2_treat_afterfiting_all_SORTED.bed	er_negative_tcga_brca_hg19sRANDOMISED_SORTED.bed	GSM1382416_H2AX_MCF7_wz_E2_treat_afterfiting_all_SORTED.bed	er_positive_tcga_brca_hg19sRANDOMISED_SORTED.bed	GSM1382417_H2AX_MCF7_wz_vehicle_H202_treat_afterfiting_all_SORTED.bed	er_negative_tcga_brca_hg19s_SORTED.bed	GSM1382417_H2AX_MCF7_wz_vehicle_H202_treat_afterfiting_all_SORTED.bed	er_positive_tcga_brca_hg19s_SORTED.bed	GSM1382417_H2AX_MCF7_wz_vehicle_H202_treat_afterfiting_all_SORTED.bed	er_negative_tcga_brca_hg19sRANDOMISED_SORTED.bed	GSM1382417_H2AX_MCF7_wz_vehicle_H202_treat_afterfiting_all_SORTED.bed	er_positive_tcga_brca_hg19sRANDOMISED_SORTED.bed	GSM1382418_H2AX_MCF7_wz_E2_H202_treat_afterfiting_all_SORTED.bed	er_negative_tcga_brca_hg19s_SORTED.bed	GSM1382418_H2AX_MCF7_wz_E2_H202_treat_afterfiting_all_SORTED.bed	er_positive_tcga_brca_hg19s_SORTED.bed	GSM1382418_H2AX_MCF7_wz_E2_H202_treat_afterfiting_all_SORTED.bed	er_negative_tcga_brca_hg19sRANDOMISED_SORTED.bed	GSM1382418_H2AX_MCF7_wz_E2_H202_treat_afterfiting_all_SORTED.bed	er_positive_tcga_brca_hg19sRANDOMISED_SORTED.bed	GSM628530_cd4_h2a_liftedto19_SORTED.bed	er_negative_tcga_brca_hg19s_SORTED.bed	53955	1188322514	4.54043e-05	22899
GSM628530_cd4_h2a_liftedto19_SORTED.bed	er_positive_tcga_brca_hg19s_SORTED.bed	111954	1188329172	9.42113e-05	51965
GSM628530_cd4_h2a_liftedto19_SORTED.bed	er_negative_tcga_brca_hg19sRANDOMISED_SORTED.bed	36521	1188331536	3.0733e-05	18340
GSM628530_cd4_h2a_liftedto19_SORTED.bed	er_positive_tcga_brca_hg19sRANDOMISED_SORTED.bed	84289	1188351032	7.09294e-05	42312
GSM628531_cd4_h2ax_liftedto19_SORTED.bed	er_negative_tcga_brca_hg19s_SORTED.bed	52969	1160120233	4.56582e-05	22345
GSM628531_cd4_h2ax_liftedto19_SORTED.bed	er_positive_tcga_brca_hg19s_SORTED.bed	109021	1160128838	9.39732e-05	50664
GSM628531_cd4_h2ax_liftedto19_SORTED.bed	er_negative_tcga_brca_hg19sRANDOMISED_SORTED.bed	35579	1160129211	3.06681e-05	17860
GSM628531_cd4_h2ax_liftedto19_SORTED.bed	er_positive_tcga_brca_hg19sRANDOMISED_SORTED.bed	82083	1160149971	7.07521e-05	41208
GSM628532_jurkat_h2ax_liftedto19_SORTED.bed	er_negative_tcga_brca_hg19s_SORTED.bed	42566	724253591	5.87722e-05	17970
GSM628532_jurkat_h2ax_liftedto19_SORTED.bed	er_positive_tcga_brca_hg19s_SORTED.bed	86876	724273938	0.000119949	40321
GSM628532_jurkat_h2ax_liftedto19_SORTED.bed	er_negative_tcga_brca_hg19sRANDOMISED_SORTED.bed	22221	724265524	3.06807e-05	11173
GSM628532_jurkat_h2ax_liftedto19_SORTED.bed	er_positive_tcga_brca_hg19sRANDOMISED_SORTED.bed	51473	724303536	7.10655e-05	25884
GSM628533_hl60_h2ax_liftedto19_SORTED.bed	er_negative_tcga_brca_hg19s_SORTED.bed	55511	1221687149	4.5438e-05	23461
GSM628533_hl60_h2ax_liftedto19_SORTED.bed	er_positive_tcga_brca_hg19s_SORTED.bed	114982	1221692335	9.4117e-05	53420
GSM628533_hl60_h2ax_liftedto19_SORTED.bed	er_negative_tcga_brca_hg19sRANDOMISED_SORTED.bed	37516	1221696732	3.07081e-05	18838
GSM628533_hl60_h2ax_liftedto19_SORTED.bed	er_positive_tcga_brca_hg19sRANDOMISED_SORTED.bed	86726	1221714786	7.09871e-05	43536
GSM628534_cd4_rgh2ax_liftedto19_SORTED.bed	er_negative_tcga_brca_hg19s_SORTED.bed	47857	1069946595	4.47284e-05	20296
GSM628534_cd4_rgh2ax_liftedto19_SORTED.bed	er_positive_tcga_brca_hg19s_SORTED.bed	99776	1069959333	9.32521e-05	46225
GSM628534_cd4_rgh2ax_liftedto19_SORTED.bed	er_negative_tcga_brca_hg19sRANDOMISED_SORTED.bed	32826	1069953214	3.06798e-05	16501
GSM628534_cd4_rgh2ax_liftedto19_SORTED.bed	er_positive_tcga_brca_hg19sRANDOMISED_SORTED.bed	75861	1069977443	7.08996e-05	38123
